id,title,content,rating
,Cực kì hài lòng,"pin ổn, dùng nhiều mà được 1 ngày 1 đêm, giá tốt so với nơi khác, may săn được màu hồng trước khi hết hàng",5
,Cực kì hài lòng,Rất ưng cách làm việc của tiki. Mình đặt lúc 0h chiều lấy được. Đóng gói cẩn thận. Có mã otp để xác nhận được đơn hàng.,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Đẹp sịn sò lun,5
,Cực kì hài lòng,"mình đã nhận dc máy, tiki đóng gọi rất kỹ và ship từ Nam 
ra Bắc chỉ trong 2 ngày. cực kỳ hài lòng!",5
,Cực kì hài lòng,sản phẩm ok nha mn. check sơ qua thì nguyên seal thông tin rõ ràng. còn dùng lâu dài mới biết được,5
,Cực kì hài lòng,"Giao hàng gói kĩ càng, sp tốt nguyên seal, co gửi hoá đơn qua email.",5
,Cực kì hài lòng,"Mình đã nhận được hàng, canh sale mãi mới được. Hàng ok lắm, giao hàng hơi lâu tí. 5 sao cho shop.",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Mới nhận hàng, hàng chất lượng, đóng gói cẩn thận, giao hàng nhanh",5
,Rất không hài lòng,Hiện nay máy đang bị sự cố đề nghị các tư vấn xem xét,1
,Cực kì hài lòng,hàng giao hơi lâu. mình đợi 1 tuần sau hạn giao hàng ban đầu. săn đc sales black friday nên giá tốt. hàng ổn. đã test hiện mọi thứ vẫn ok,5
,Cực kì hài lòng,Sản phẩm chính hãng. Đóng gói và giao hàng rất tốt.,5
,Cực kì hài lòng,"Giao hàng cực nhanh luôn ạ. Mình đặt tối t7 mà thứ 2 Tiki đã giao dù mình chỉ chọn GH tiêu chuẩn thôi.
Hàng nguyên seal chuẩn VN/A ạ.",5
,Cực kì hài lòng,"Giao hàng cũng nhanh, chủ nhật đặt thứ 3 về rùi, mua hàng tiki cũng rất tin tưởng, hàng nguyên seal",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,đồ đắt tiền thì cứ tiki trading là yên tâm không cần lo gì,5
,Hài lòng,"Giao nhanh, dùng ổn",4
,Hài lòng,Tạm được,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Sản phẩm giao nhanh, giá tốt, nhân viên giao hàng nhiệt tình.",5
,Cực kì hài lòng,,5
,Hài lòng,,4
,Cực kì hài lòng,"Giao hàng nhanh, chất lượng ok ạ",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Tiki giao đúng hạn bất chấp buổi tối. Còn gửi otp cho thêm bảo mật nữa :)) hàng chính hãng VN/A,5
,Cực kì hài lòng,"Hàng đóng gói cẩn thận , giao nhanh , chính hãng lại có khuyến mãi tốt",5
,Cực kì hài lòng,"giao hàng nhanh, hàng chính hãng, đúng mô tả.rất hài lòng",5
,Cực kì hài lòng,rất ok,5
,Cực kì hài lòng,Ok,5
,Cực kì hài lòng,"Đang dùng ok giao hàng nhanh, trộm vía chưa thấy lỗi lầm gì",5
,Cực kì hài lòng,"Hàng giao nhanh tắp lự, đặt chưa tới 2h đã thấy hàng về, rất hài lòng. Máy đẹp khỏi chê",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Tiki giao siêu nhanh, hàng chất lượng, lần đầu tiên mua hàng giá trị cao nhưng rất hài lòng",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Bình thường,"giao hàng nhanh đúng như tiki now
...........
lúc mua 26.99. 4 tiếng sau giá 25.99. Cùng là tiki trading sao giá lại loạn lên xuống thất thường",3
,Cực kì hài lòng,"Giao hàng nhanh, hàng chính hãng,",5
,Cực kì hài lòng,"hàng giao nhanh, hơn một giờ là nhận được, có hộp và tem của tiki, được kiểm tra khi nhận hàng, không lo hàng kém chất lượng",5
,Không hài lòng,"Tiki không xuất hoá đơn cho bên đơn vị mình !
Yêu cầu tiki gửi hoá đơn về mail",2
,Cực kì hài lòng,Sản phẩm chính hãng uy tin,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Tiki giao hàng nhanh, đóng gói kỹ, nguyên seal, chính hãng VN/A. Màu xanh mới này rất đẹp. Ưng cái bụng.",5
,Cực kì hài lòng,,5
,Rất không hài lòng,Sau khi mở máy lên thì góc màn hình có chấm đen,1
,Cực kì hài lòng,"giao hàng nhanh, đóng gói sản phẩm ổn :) mua hàng tiki cũng an tâm",5
,Cực kì hài lòng,"GIao nhanh, đúng sản phẩm chiinhs hãng.......................................",5
,Cực kì hài lòng,"Giao rất nhanh đặt 45’ là cầm điện thoại trên tay, mua bằng thẻ vp bank đc giảm 2tr rất thích",5
,Cực kì hài lòng,"Giao hàng siêu nhanh sáng đặt là trưa đã có rùi, hàng chất lượng không bị trục trặc gì hết nè. Màu hồng xinh lắm mn ơi",5
,Rất không hài lòng,"Điện thoại mua 1 tuần về xài bị lỗi, bấm chọn trên màn hình đơ.
Tôi muốn đổi/trả",1
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Điện thoại chính hãng, giao hàng nhanh trong 1 nốt nhạc. Yên tâm khi mua hàng của tiki trading",5
,Cực kì hài lòng,"đẹp :3 trong khi đợi hàng về mẹ t cứ sợ bị lừa, mắng t suốt huhu. Nhưng t vẫn tin vào uy tín tiki trading",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Hàng chính hãng, giao nhanh.",5
,Cực kì hài lòng,"giao hàng nhanh.
mua hàng giá trị cao online nên khá lo lắng  tuy nhiên mình đã dùng được hơn 1 tuần mà không có vấn đề gì.",5
,Cực kì hài lòng,"Màu hồng xinh lắm nha, mình luôn ưu tiên lựa chọn tiki với những đơn hàng giá trị lớn",5
,Cực kì hài lòng,"Đúng hàng VN/A là yên tâm rồi.
Có TikiNow giao hàng chỉ sau 1h.",5
,Cực kì hài lòng,"Điện thoại chính hãng, giao hàng nhanh. Mua đợt sale 12/12 gía 22tr9, giảm 1tr5 thanh toán Moca còn 21tr5, giá ok cho 1 chiếc Ip13 128GB",5
,Cực kì hài lòng,"tuyệt vời , cám ơn Tiki",5
,Cực kì hài lòng,"Tiki Now giao hàng nhanh, sản phẩm chính hãng. Đã mua tiki cái iphone thứ 3",5
,Cực kì hài lòng,Siêu nhanh,5
,Cực kì hài lòng,Hàng chuẩn đúng mã vn. Mới bóc ra xem chứ chưa bật lên vì có viẹc phải đi gấp,5
,Cực kì hài lòng,"Chất lượng tuyệt vời, đóng gói hàng chắc chắn cẩn thận 👌👌👌👌👌👌👌👌👌👌",5
,Cực kì hài lòng,"Shop giao hàng nhanh, đóng gói cẩn thận giá tốt",5
,Cực kì hài lòng,"Giao hàng siêu nhanh, máy nguyên seal luôn,",5
,Cực kì hài lòng,"Giao hàng nhanh, chất lượng hàng từ tikitranding ko phải bàn rồi",5
,Cực kì hài lòng,"Khi giao hàng Tiki sẽ gửi cho bạn 1 mặc code qua tin nhắn
Chỉ khi bạn đọc đúng code thì shipper mới giao hàng nên ko lo mất hàng",5
,Hài lòng,,4
,Cực kì hài lòng,"Đóng gói sp kỹ, giao nhanh. Máy chính hãng. Mình mua theo ctrinh thẻ sacombank nên giá tốt.",5
,Cực kì hài lòng,Đóng gói rất kỹ lưỡng. Hàng nhận nguyên seal. Tốt,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Cực kỳ hài lòng,5
,Cực kì hài lòng,"Ok đẹp chuẩn, giao nhanh ah, shipper rất ok thân thiện, đập chai. 500 xu đc chua ah",5
,Cực kì hài lòng,Giao hàng nhanh,5
,Cực kì hài lòng,nhận hàng và sử dụng okay. bảo hành đúng hạn 🙆‍♀️🙆‍♀️🙆‍♀️🙆‍♀️,5
,Hài lòng,,4
,Cực kì hài lòng,"Giao hàng hơi chậm
Có chống sốc bảo vệ đầy đủ
Máy mượt
Đẹp xịnnnnnn",5
,Cực kì hài lòng,"Giao hàng sớm hơn dự kiến. Shipper dễ thương. Mình sử dụng hơn tháng rồi phản hồi nè, êm mượt ổn định. Cám ơn Tiki :”)",5
,Cực kì hài lòng,"Sản phẩm đóng gói cẩn thận
Full zin , hàng chuẩn tiki",5
,Cực kì hài lòng,"Mọi thứ đều ổn, hơi ko hài lòng vì giao hàng trễ!",5
,Cực kì hài lòng,"Điện thoại tiki bán giá rẻ hơn các shop bên ngoài, hàng nguyên niêm phong, máy mới 100% 👍",5
,Cực kì hài lòng,Đẹp,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Hàng giao nhanh và dùng tốt.,5
,Hài lòng,"lâu lâu bị đơ máy, màn hình đen thui rồi một lúc sau mới hiện lại rồi lại đen thui. phải tắt nguồn đi mới hết.",4
,Cực kì hài lòng,Máy dùng tốt. Mua của tiki hàng vna là rất yên tâm rồi,5
,Cực kì hài lòng,"Giao hàng quá nhanh, đã kích hoạt và sử dụng rất ô",5
,Cực kì hài lòng,Mọi thứ đều ổn,5
,Cực kì hài lòng,"Hàng chính hãng, giao hàng nhanh. Giá cũng tốt",5
,Cực kì hài lòng,sang xịn mịn nhé,5
,Cực kì hài lòng,Giao hàng nhanh quá!,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Ok, mình rất thích nhé.",5
,Cực kì hài lòng,"Mình rất yên tâm khi mua đồ điện tử trên tiki, đây là lần thứ 2 mình mua đt trên tiki rồi",5
,Bình thường,Cóc sạc ??????? Ko thấy. ......,3
,Cực kì hài lòng,,5
,Rất không hài lòng,"Mua ngày hôm qua (31/12/2021), hôm nay đã bị treo máy. Không làm ăn gì được.",1
,Cực kì hài lòng,,5
,Cực kì hài lòng,Giao nhanh,5
,Cực kì hài lòng,,5
,Bình thường,Màn hình bị đục màu hiển thị không tốt,3
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Sản phẩm chính hãng vna, đóng gõi kỹ lưỡng sẽ mua lại nếu có nhu cầu",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"giao nhanh
hàng đẹp
giá còn cao lắm ...😔",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Đóng gói cẩn thận và chắc chắn. Giao hàng nhanh,5
,Cực kì hài lòng,"giao hàng nhanh, luôn tin tưởng hàng điện tử của tiki
the best service the best quality",5
,Hài lòng,Giao hàng nhanh. Nhưng hộp giấy bị móp may mà bên trong hàng vẫn còn nguyên.,4
,Cực kì hài lòng,"Giao hàng cực nhanh, hàng chuẩn VNA",5
,Cực kì hài lòng,"Giá tốt. Giao hàng siêu nhanh. Niêm phong và gói hàng rất cẩn thận. Dịch vụ rất tốt, rất hài lòng 👍👍👍",5
,Cực kì hài lòng,máy nguyên seal chính hãng. tốt,5
,Cực kì hài lòng,"Hàng đc đóng gói kỹ lưỡng, nhận hàng phải có otp",5
,Cực kì hài lòng,"Đã nhận đc hàng nhanh chóng,đặt tầm 1h là giao hàng còn đc áp mã km tới 1tr5",5
,Cực kì hài lòng,giao hàng cực nhanh. còn nguyên seal chưa active.,5
,Hài lòng,"Giao hàng nhanh trong vòng có 2-3 ngày. Xài được gần 3 tháng, ổn",4
,Cực kì hài lòng,,5
,Cực kì hài lòng,"tuyệt vời, tiki giao đúng 1/1/2022",5
,Cực kì hài lòng,tốt,5
,Cực kì hài lòng,"Sản phẩm đúng với mô tả.
Shop đóng gói hàng cẩn thận.
Shipper giao hàng nhanh.",5
,Cực kì hài lòng,"Nhận hàng nhanh hơn dự kiến, iphone còn nguyên seal, kích hoạt đủ bảo hành",5
,Hài lòng,"camera tốt, sắc nét, cảm ứng chậm hơn androi",4
,Cực kì hài lòng,"Sử dụng ok ko lỗi lầm, sp chính hãng",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Giao hàng nhanh và máy rất đẹp, chính hãng VN/A",5
,Cực kì hài lòng,mua tặng bồ. tặng xong nó đá. huhu,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Sản phẩm đúng mô tả và giao hàng rất nhanh,5
,Cực kì hài lòng,xinh đấy nhưng mà vào tay mình thì 1 tháng sau rơi móp cái góc lun u là trời ơi cái viền nhôm làyyyy,5
,Cực kì hài lòng,Hàng chính hãng nguyên seal. Cảm ơn tiki,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Chưa đập, nhưng giao nhanh trong 2h",5
,Cực kì hài lòng,giao hàng cực nhanh hàng đúng nguyên seal,5
,Cực kì hài lòng,"hàng OK, chưa nhận được hoá đơn",5
,Cực kì hài lòng,Màu đẹp. Giao hàng nhanh,5
,Cực kì hài lòng,,5
,Hài lòng,,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,rất hài lòng,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Chưa nhận đc hoá đơn điện tử cho sản phẩm này ???,5
,Cực kì hài lòng,"Hàng xịn chính hãng mới cóong 100% , bao bì kỹ càng, sáng đặt trước 12h là shipper gọi rồi. Xịn!",5
,Cực kì hài lòng,Sản phẩm chất lượng. Giao hàng nhanh. Đúng màu đặt hàng,5
,Cực kì hài lòng,"Đã dùng gần 2 tuần 
Sp chất lượng, giao nhanh 2h
Có bảo hành",5
,Cực kì hài lòng,"giao hàng nhanh chóng,  sản phẩm sử dụng tốt 👍👍👍👍",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Pin điện thoại trâu dùng từ 1-1,5 ngày. Lâu lâu có hơi lag tí 😂",5
,Cực kì hài lòng,Mình mua điện thoại Iphone trên tiki 2 lần rồi. Chất lượng máy rất ok,5
,Cực kì hài lòng,"Hàng ok, Tiki giao nhanh, lâu rồi ko mua Tiki, giờ quay lại……",5
,Cực kì hài lòng,"Hàng chất, được giảm giá và trả góp nên rẻ hơn các shop khác",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Đúng như mô tả, mình săn đc sale nên giá thấy rẻ hơn ngoài nhiều",5
,Cực kì hài lòng,Tt bằng thẻ vib dc giảm 2trieu thiệt. Rẻ hơn nhìu khi ra shop. Giao hàng nhanh,5
,Cực kì hài lòng,hàng giao nhanh,5
,Cực kì hài lòng,,5
,Rất không hài lòng,lúc mua có astra giao đơn k cộng là sao?,1
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Giao hàng nhanh, máy dùng ổn, mua được khuyến mãi hoàn tiền Tiki Card.",5
,Cực kì hài lòng,"Giao hàng nhanh, sản phẩm chính hãng. Luôn tin tưởng mua hàng điện tử tại tiki",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Máy dùng mượt, chưa có vấn đề gì, giao hàng nhanh",5
,Cực kì hài lòng,"Tiki làm tăng ca ban đêm hay sao ạ, khuya đặt hàng, sáng đã giao rồi. Nhanh quá",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Giao hàng nhanh . Sản phẩm tốt. Okiii,5
,Cực kì hài lòng,Màu đỏ rất đẹp nhé cả nhà 🌹,5
,Cực kì hài lòng,hàng gửi nhanh. mới dùng nên chưa biết chất lượng như nào.,5
,Cực kì hài lòng,ok,5
,Cực kì hài lòng,"giao rất nhanh, đầy đủ, không trầy xước, không móp méo",5
,Cực kì hài lòng,Giao hàng đúng sớm hơn 1 ngày và hàng còn nguyên hộp. Cảm ơn tiki,5
,Cực kì hài lòng,"giá tốt, giao nhanh , giá thấp hơn bản 128gb bên fpt, tgdd, hi vọng bền",5
,Cực kì hài lòng,Giá tốt. Yên tâm nên đã mua 2 cái,5
,Cực kì hài lòng,OK,5
,Cực kì hài lòng,Sp tốt,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,good,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Dùng rất mượt, ổn, cầm vừa tay ko quá to. Bản màu hồng rất xinh, tuy nhiên bị đắt hơn màu khác",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Hàng giao nhanh rất uy tín nha,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Hàng chính hãng.,5
,Cực kì hài lòng,mua đồ công nghệ trên tiki lúc nào cũng rất yên tâm,5
,Cực kì hài lòng,"Hàng tốt, pin khá trâu, camera đỉnh, chụp đồ ăn trông ngon phết",5
,Cực kì hài lòng,Màu hồng mà hơi nhạt. Còn nguyen seal. Giao nhanh.,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Quá thơm citibank giảm thêm 2 củ, mua giá 23.5 củ khoai cho bản 256gb",5
,Cực kì hài lòng,"Điện thoại chính hãng, đóng gói kỹ, giao hàng đúng hẹn, rất an tâm khi đa chọn tiki",5
,Không hài lòng,ko bọc chống sốc. hộp móp méo đúng kiểu bị quăng bị đè tùm lum,2
,Cực kì hài lòng,Tiki now nên lúc nào cũng okie !,5
,Cực kì hài lòng,Các khâu giao hàng và đóng gói của tiki đều rất chuyên nghiệp,5
,Cực kì hài lòng,"Giao hàng nhanh, để dùng thử xem chất lượng thế nào",5
,Rất không hài lòng,"Máy bị lỗi phần mềm, liên hệ Tiki support thì báo ko có giải pháp cho việc này",1
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Giao hàng nhanh, sp tốt",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"xin hoa don de bao hành ah shop
gui ve mail ***",5
,Cực kì hài lòng,Sản phẩm đúng mô tả. Giao hàng siêu nhanh,5
,Cực kì hài lòng,Iphone gì mà hiếm quá. Lên tiki mua lại có. Vừa kịp tặng quà.,5
,Cực kì hài lòng,"Hàng chính hãng, giao hàng khá nhanh đúng theo tiêu chuẩn TIKINOW",5
,Cực kì hài lòng,"Giao đúng hạn, đóng gói tốt",5
,Cực kì hài lòng,Chuẩn hàng xịn xò,5
,Cực kì hài lòng,Giao nhanh,5
,Cực kì hài lòng,"giao hàng cực nhanh, đặt hàng 10:30 đặt hàng, 12h giao hàng, đóng gói kỹ càng",5
,Cực kì hài lòng,hàng đẹp giao nhanh cẩn thận,5
,Cực kì hài lòng,Rất hài lòng về sản phẩm,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Giao hàng nhanh, hàng còn nguyên seal bảo hành chính hãng",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Máy Ổn, đợi dùng theo thời gian",5
